Recency,Frequency,MonetaryValue,rfm_segment
143,20,346.75,Customer Needed Attention
12,34,330.03000000000003,Recent Customer
146,117,1101.1100000000001,Top Lost Customer
234,7,150.3,Lost Customer
33,932,5028.42,Champion
24,128,598.73,Loyal Customer
12,84,471.40000000000003,Recent Customer
36,70,2169.86,Top Loyal Customer
365,38,190.7,Lost Customer
201,12,212.3,Lost Customer
15,32,415.25,Recent Customer
17,301,5159.06,Champion
49,4,-134.8,Loyal Customer
198,6,62.0,Lost Customer
66,73,1108.38,Top Customer Needed Attention
212,14,294.12,Lost Customer
283,10,162.3,Lost Customer
115,26,1339.45,Top Customer Needed Attention
15,79,1121.21,Top Recent Customer
19,176,4788.77,Champion
66,8,449.12,Customer Needed Attention
49,9,154.88,Loyal Customer
16,86,775.96,Top Recent Customer
78,3,34.8,Customer Needed Attention
9,65,1071.24,Top Recent Customer
134,29,182.96,Customer Needed Attention
13,90,946.64,Top Recent Customer
40,20,144.36,Loyal Customer
235,15,21535.9,Top Lost Customer
3,293,2448.8,Champion
40,406,2618.15,Champion
305,1,79.2,Lost Customer
51,29,455.67,Customer Needed Attention
1,149,2318.88,Champion
61,191,528.01,Customer Needed Attention
66,45,714.42,Top Customer Needed Attention
25,9,205.25,Loyal Customer
218,7,253.04,Lost Customer
65,37,583.75,Customer Needed Attention
32,63,1048.67,Top Loyal Customer
81,188,3245.47,Champion
64,11,315.06,Customer Needed Attention
116,28,581.8299999999999,Customer Needed Attention
7,147,51823.72,Champion
6,10,635.6800000000001,Recent Customer
69,25,270.8,Customer Needed Attention
245,7,104.9,Lost Customer
133,18,241.62,Customer Needed Attention
241,22,1021.61,Top Lost Customer
184,29,475.28000000000003,Lost Customer
25,21,333.56,Loyal Customer
10,44,2593.94,Top Recent Customer
11,14,246.3,Recent Customer
30,87,2303.75,Top Loyal Customer
44,279,4821.0,Champion
26,200,933.26,Top Loyal Customer
358,25,351.3,Lost Customer
10,34,218.75,Recent Customer
44,76,1604.44,Top Loyal Customer
9,13,948.96,Top Recent Customer
150,42,610.01,Lost Customer
1,134,2663.6600000000003,Champion
113,8,2207.4,Top Customer Needed Attention
76,98,884.14,Top Customer Needed Attention
107,117,696.89,Top Customer Needed Attention
46,69,1042.19,Top Loyal Customer
143,3,-451.42,Customer Needed Attention
51,8,415.82000000000005,Customer Needed Attention
1,274,3848.55,Champion
23,305,5411.87,Champion
46,31,784.58,Top Loyal Customer
50,48,903.9,Top Loyal Customer
306,197,3641.07,Top Lost Customer
36,43,399.21,Loyal Customer
79,112,1145.43,Top Customer Needed Attention
17,139,2171.32,Champion
107,41,1801.14,Top Customer Needed Attention
208,40,1303.9099999999999,Top Lost Customer
3,74,1842.73,Top Recent Customer
64,49,2100.6,Top Customer Needed Attention
49,123,1905.45,Champion
320,17,206.98,Lost Customer
44,62,570.96,Loyal Customer
3,33,885.47,Top Recent Customer
337,17,-840.76,Lost Customer
172,20,532.94,Lost Customer
51,69,1649.3600000000001,Top Customer Needed Attention
73,134,1641.48,Champion
99,51,636.14,Customer Needed Attention
29,41,547.7,Loyal Customer
58,67,740.64,Top Customer Needed Attention
254,54,836.79,Top Lost Customer
70,272,2076.3,Champion
44,50,954.09,Top Loyal Customer
45,12,117.47,Loyal Customer
65,24,391.98,Customer Needed Attention
11,169,33350.76,Champion
25,65,1020.74,Top Loyal Customer
59,28,345.66,Customer Needed Attention
64,50,1209.1,Top Customer Needed Attention
304,8,118.95000000000002,Lost Customer
46,11,130.73999999999998,Loyal Customer
18,140,3650.87,Champion
38,22,389.27,Loyal Customer
19,93,234.88,Loyal Customer
187,22,160.71,Lost Customer
52,30,110.8,Customer Needed Attention
4,138,2969.12,Champion
137,80,712.24,Top Customer Needed Attention
4,636,15929.74,Champion
19,14,297.0,Loyal Customer
16,188,1427.57,Top Recent Customer
41,139,965.16,Top Loyal Customer
12,541,2981.92,Champion
8,147,832.88,Top Recent Customer
26,18,68.84,Loyal Customer
22,24,1769.7800000000002,Top Loyal Customer
41,40,895.13,Top Loyal Customer
101,43,211.89,Customer Needed Attention
5,461,3795.29,Champion
277,15,149.64,Lost Customer
33,74,351.44,Loyal Customer
15,108,316.25,Recent Customer
63,137,4330.67,Champion
2,128,437.83,Recent Customer
369,97,299.03,Lost Customer
312,32,438.24,Lost Customer
199,24,495.36,Lost Customer
2,49,396.48,Recent Customer
93,18,379.35,Customer Needed Attention
60,12,181.09,Customer Needed Attention
80,14,141.27,Customer Needed Attention
157,85,420.07,Lost Customer
227,60,511.68,Lost Customer
253,37,258.25,Lost Customer
150,11,179.17,Lost Customer
194,22,208.59,Lost Customer
1,85,1379.63,Top Recent Customer
369,4,56.25,Lost Customer
24,47,337.28,Loyal Customer
17,111,351.73,Recent Customer
10,75,5126.34,Top Recent Customer
8,30,164.68,Recent Customer
20,151,1521.79,Top Loyal Customer
4,226,882.72,Top Recent Customer
174,7,191.94,Lost Customer
1,266,1228.88,Top Recent Customer
178,19,264.62,Lost Customer
16,156,1466.01,Top Recent Customer
248,12,123.1,Lost Customer
191,40,334.23,Lost Customer
20,122,525.69,Loyal Customer
154,60,167.5,Lost Customer
173,24,323.03000000000003,Lost Customer
372,12,363.6,Lost Customer
373,21,127.08,Lost Customer
194,12,207.15,Lost Customer
67,21,426.63,Customer Needed Attention
4,119,2461.85,Champion
21,74,1107.46,Top Loyal Customer
239,12,416.86,Lost Customer
64,7,145.35,Customer Needed Attention
112,18,404.58,Customer Needed Attention
90,77,6102.26,Top Customer Needed Attention
311,2,31.799999999999997,Lost Customer
134,14,337.44,Customer Needed Attention
277,6,325.1,Lost Customer
365,2,181.0,Lost Customer
83,29,1708.24,Top Customer Needed Attention
8,60,955.24,Top Recent Customer
17,19,364.72,Recent Customer
2,102,1684.46,Champion
1,43,669.57,Top Recent Customer
34,84,781.91,Top Loyal Customer
15,102,1632.4299999999998,Champion
24,185,4389.81,Champion
32,42,428.89,Loyal Customer
74,7,104.35,Customer Needed Attention
20,28,470.76,Loyal Customer
17,111,808.87,Top Recent Customer
23,80,397.68,Loyal Customer
3,21,582.9,Recent Customer
304,11,314.1,Lost Customer
18,35,4199.85,Top Loyal Customer
236,6,99.77000000000002,Lost Customer
39,177,3429.55,Champion
84,24,371.01,Customer Needed Attention
165,96,427.64,Lost Customer
17,65,1054.73,Top Recent Customer
77,49,1098.78,Top Customer Needed Attention
89,43,2398.86,Top Customer Needed Attention
25,97,3408.48,Top Loyal Customer
22,112,1465.12,Top Loyal Customer
3,263,2759.93,Champion
123,38,1037.42,Top Customer Needed Attention
30,14,168.12,Loyal Customer
12,128,1432.77,Top Recent Customer
19,26,156.78,Loyal Customer
44,52,792.11,Top Loyal Customer
4,3,41.989999999999995,Recent Customer
9,551,2736.92,Champion
55,32,414.27,Customer Needed Attention
88,128,1016.6800000000001,Top Customer Needed Attention
37,507,3074.42,Champion
3,9,12393.7,Top Recent Customer
30,103,2735.37,Champion
12,201,578.71,Recent Customer
211,8,101.4,Lost Customer
48,381,1693.81,Champion
24,33,478.78,Loyal Customer
22,82,972.11,Top Loyal Customer
246,79,392.4,Lost Customer
8,210,3352.96,Champion
35,94,1415.29,Top Loyal Customer
4,151,33366.25,Champion
36,141,637.58,Loyal Customer
4,183,689.6999999999999,Top Recent Customer
3,226,1440.06,Top Recent Customer
47,32,211.88,Loyal Customer
39,28,408.90000000000003,Loyal Customer
2,165,3450.2400000000002,Champion
17,46,851.01,Top Recent Customer
260,71,602.63,Lost Customer
46,101,719.81,Top Loyal Customer
12,63,251.03,Recent Customer
30,28,439.65999999999997,Loyal Customer
43,32,236.09,Loyal Customer
92,17,852.12,Top Customer Needed Attention
39,270,53168.69,Champion
310,29,331.24,Lost Customer
92,98,547.9,Customer Needed Attention
6,1143,8690.03,Champion
196,22,437.7,Lost Customer
87,55,758.92,Top Customer Needed Attention
270,39,855.02,Top Lost Customer
8,28,454.33000000000004,Recent Customer
65,65,1313.55,Top Customer Needed Attention
31,6,3166.4,Top Loyal Customer
22,74,1127.57,Top Loyal Customer
38,39,773.99,Top Loyal Customer
120,83,1340.7,Top Customer Needed Attention
86,9,243.69000000000003,Customer Needed Attention
40,299,1074.81,Top Loyal Customer
174,10,137.9,Lost Customer
54,34,362.06,Customer Needed Attention
33,84,1511.95,Top Loyal Customer
145,70,783.9,Top Lost Customer
221,8,134.8,Lost Customer
45,66,650.75,Top Loyal Customer
4,134,2140.2200000000003,Champion
66,178,1453.16,Top Customer Needed Attention
269,1,-29.95,Lost Customer
10,64,1153.62,Top Recent Customer
260,23,335.32,Lost Customer
365,73,367.14,Lost Customer
17,101,1521.04,Top Recent Customer
22,33,852.15,Top Loyal Customer
45,21,326.24,Loyal Customer
288,23,584.3199999999999,Lost Customer
292,2,94.35,Lost Customer
3,131,2173.53,Champion
284,1,79.2,Lost Customer
17,21,1352.0,Top Recent Customer
82,11,176.6,Customer Needed Attention
56,223,2799.42,Champion
101,31,1317.62,Top Customer Needed Attention
299,38,436.18,Lost Customer
23,167,981.51,Top Loyal Customer
59,40,1119.31,Top Customer Needed Attention
155,18,315.06,Lost Customer
99,53,779.36,Top Customer Needed Attention
107,1,17.0,Customer Needed Attention
12,67,1041.83,Top Recent Customer
264,12,320.62,Lost Customer
240,10,185.04999999999998,Lost Customer
88,67,2005.63,Top Customer Needed Attention
50,39,731.9,Top Loyal Customer
9,83,1245.96,Top Recent Customer
42,57,1842.14,Top Loyal Customer
7,48,1429.64,Top Recent Customer
62,28,298.21,Customer Needed Attention
249,13,336.96,Lost Customer
66,6,108.38,Customer Needed Attention
18,31,3204.1600000000003,Top Loyal Customer
85,49,816.1,Top Customer Needed Attention
219,18,611.88,Lost Customer
45,342,1320.95,Top Loyal Customer
143,16,195.73999999999998,Customer Needed Attention
183,30,161.38,Lost Customer
171,8,135.75000000000003,Lost Customer
10,279,1660.8799999999999,Champion
206,35,592.88,Lost Customer
190,30,232.21,Lost Customer
8,16,423.36,Recent Customer
59,32,1294.14,Top Customer Needed Attention
57,204,854.66,Top Customer Needed Attention
73,38,684.4200000000001,Top Customer Needed Attention
52,16,307.78,Customer Needed Attention
316,16,187.15,Lost Customer
367,13,289.35,Lost Customer
29,117,6287.77,Champion
39,40,656.25,Top Loyal Customer
18,89,1880.22,Top Loyal Customer
52,78,3506.54,Top Customer Needed Attention
4,365,14305.66,Champion
22,38,603.69,Loyal Customer
263,21,517.55,Lost Customer
60,37,709.38,Top Customer Needed Attention
368,1,-7.95,Lost Customer
19,31,635.41,Loyal Customer
53,37,703.77,Top Customer Needed Attention
88,30,620.4,Customer Needed Attention
250,37,535.34,Lost Customer
3,118,2419.84,Champion
247,1,175.2,Lost Customer
9,237,3741.98,Champion
157,29,734.13,Top Lost Customer
134,22,375.0,Customer Needed Attention
296,1,76.32000000000001,Lost Customer
5,18,280.52,Recent Customer
39,136,1906.07,Champion
269,29,1829.04,Top Lost Customer
50,89,1824.23,Top Loyal Customer
9,137,2994.62,Champion
16,19,644.24,Top Recent Customer
282,14,348.2,Lost Customer
64,22,1009.4499999999999,Top Customer Needed Attention
2,499,5311.08,Champion
252,2,37.4,Lost Customer
225,7,441.59999999999997,Lost Customer
17,35,802.53,Top Recent Customer
11,99,3770.6,Top Recent Customer
8,85,1822.97,Top Recent Customer
51,127,1880.4199999999998,Champion
59,3,73.2,Customer Needed Attention
95,69,1140.21,Top Customer Needed Attention
16,87,1406.57,Top Recent Customer
126,23,1009.5500000000001,Top Customer Needed Attention
94,58,1037.59,Top Customer Needed Attention
50,15,331.95,Loyal Customer
138,8,197.9,Customer Needed Attention
61,11,215.83,Customer Needed Attention
100,176,10217.48,Champion
73,11,305.54,Customer Needed Attention
72,28,6617.65,Top Customer Needed Attention
67,15,338.71000000000004,Customer Needed Attention
64,46,1155.54,Top Customer Needed Attention
17,31,529.41,Recent Customer
23,219,3991.94,Champion
32,297,6841.24,Champion
45,67,981.86,Top Loyal Customer
16,11,215.48,Recent Customer
40,6,215.08,Loyal Customer
3,151,4913.32,Champion
237,19,314.45,Lost Customer
75,15,400.68100000000004,Customer Needed Attention
4,172,1068.8700000000001,Top Recent Customer
3,115,1821.52,Champion
361,18,365.27,Lost Customer
59,36,589.15,Customer Needed Attention
23,50,384.18,Loyal Customer
31,97,757.63,Top Loyal Customer
55,63,537.0600000000001,Customer Needed Attention
25,19,394.38,Loyal Customer
45,66,664.26,Top Loyal Customer
89,46,2262.62,Top Customer Needed Attention
2,123,21086.3,Champion
81,24,542.77,Customer Needed Attention
19,43,681.19,Top Loyal Customer
79,6,159.0,Customer Needed Attention
171,44,1062.75,Top Lost Customer
81,14,242.35,Customer Needed Attention
267,37,914.9300000000001,Top Lost Customer
235,19,259.39000000000004,Lost Customer
30,90,3054.87,Top Loyal Customer
37,95,860.86,Top Loyal Customer
318,122,773.5500000000001,Top Lost Customer
57,96,1295.3,Top Customer Needed Attention
45,134,1096.32,Top Loyal Customer
203,8,255.12,Lost Customer
219,7,308.32000000000005,Lost Customer
87,47,1010.6,Top Customer Needed Attention
190,35,542.03,Lost Customer
33,38,983.23,Top Loyal Customer
71,25,422.13,Customer Needed Attention
41,48,858.41,Top Loyal Customer
78,20,432.2,Customer Needed Attention
57,21,372.9,Customer Needed Attention
8,142,3693.81,Champion
10,655,2590.31,Champion
8,293,3574.91,Champion
34,51,409.1,Loyal Customer
212,91,1522.75,Top Lost Customer
24,93,1352.3600000000001,Top Loyal Customer
170,16,114.56,Lost Customer
62,7,152.94,Customer Needed Attention
53,69,1800.07,Top Customer Needed Attention
261,24,389.44,Lost Customer
366,21,-295.09,Lost Customer
32,124,3665.62,Champion
17,274,2609.3,Champion
258,14,732.63,Top Lost Customer
177,2,46.95,Lost Customer
45,135,5203.51,Champion
51,18,1035.45,Top Customer Needed Attention
17,119,728.54,Top Recent Customer
361,3,-31.65,Lost Customer
9,260,5423.15,Champion
74,61,861.89,Top Customer Needed Attention
71,45,667.65,Top Customer Needed Attention
353,54,1141.24,Top Lost Customer
3,131,1398.69,Top Recent Customer
117,25,411.7,Customer Needed Attention
373,65,351.75,Lost Customer
197,33,559.87,Lost Customer
177,6,810.6000000000001,Top Lost Customer
23,25,537.83,Loyal Customer
21,108,1489.88,Top Loyal Customer
72,17,2062.06,Top Customer Needed Attention
340,11,168.3,Lost Customer
6,168,1531.51,Top Recent Customer
31,103,812.68,Top Loyal Customer
170,8,142.5,Lost Customer
117,19,280.9,Customer Needed Attention
9,120,2236.7400000000002,Champion
10,79,1328.55,Top Recent Customer
213,23,275.4,Lost Customer
23,27,598.2,Loyal Customer
108,12,212.82,Customer Needed Attention
26,167,5305.83,Champion
139,22,361.21999999999997,Customer Needed Attention
214,44,602.27,Lost Customer
38,4,2560.0,Top Loyal Customer
92,44,686.67,Top Customer Needed Attention
18,37,616.26,Loyal Customer
3,16,274.15000000000003,Recent Customer
331,14,226.37,Lost Customer
64,156,2755.56,Champion
120,69,1341.65,Top Customer Needed Attention
35,19,328.15,Loyal Customer
218,3,404.40000000000003,Lost Customer
172,56,1038.46,Top Lost Customer
72,16,230.70000000000002,Customer Needed Attention
1,37,326.75,Recent Customer
196,1,207.50000000000003,Lost Customer
128,111,408.59000000000003,Customer Needed Attention
44,20,510.54,Loyal Customer
6,301,3014.2200000000003,Champion
14,317,3820.27,Champion
18,41,242.21,Loyal Customer
28,152,1572.8,Top Loyal Customer
8,45,26626.8,Top Recent Customer
37,10,151.05,Loyal Customer
157,11,214.79999999999998,Lost Customer
284,18,94.05,Lost Customer
107,141,534.31,Customer Needed Attention
25,84,1959.38,Top Loyal Customer
75,15,322.41,Customer Needed Attention
16,43,328.58,Recent Customer
158,2,101.10000000000001,Lost Customer
44,37,565.46,Loyal Customer
11,85,847.45,Top Recent Customer
32,222,1415.65,Top Loyal Customer
291,9,53.5,Lost Customer
21,60,1100.47,Top Loyal Customer
333,8,153.9,Lost Customer
18,28,494.44,Loyal Customer
4,94,6675.71,Top Recent Customer
63,39,395.8,Customer Needed Attention
198,32,210.32000000000002,Lost Customer
33,34,658.88,Top Loyal Customer
1,110,2024.95,Champion
7,70,1460.3700000000001,Top Recent Customer
5,645,3349.57,Champion
10,104,891.21,Top Recent Customer
32,86,627.29,Loyal Customer
53,5,109.36000000000001,Customer Needed Attention
12,52,705.79,Top Recent Customer
18,51,1540.42,Top Loyal Customer
19,18,327.3,Loyal Customer
37,127,800.67,Top Loyal Customer
2,69,479.91,Recent Customer
18,117,1545.41,Top Loyal Customer
82,221,1301.91,Top Customer Needed Attention
33,92,355.73,Loyal Customer
66,109,466.73,Customer Needed Attention
9,125,965.47,Top Recent Customer
267,5,676.2,Top Lost Customer
247,23,362.95,Lost Customer
4,109,2131.9,Champion
61,31,1743.1499999999999,Top Customer Needed Attention
75,98,643.76,Customer Needed Attention
90,33,584.5,Customer Needed Attention
60,57,554.86,Customer Needed Attention
29,81,302.57,Loyal Customer
323,4,94.36,Lost Customer
53,35,1362.27,Top Customer Needed Attention
270,43,217.89,Lost Customer
2,355,2935.8,Champion
50,100,1412.06,Top Loyal Customer
61,206,1482.06,Top Customer Needed Attention
145,86,1631.15,Top Lost Customer
19,72,408.02,Loyal Customer
95,29,303.93,Customer Needed Attention
1,198,4061.24,Champion
265,57,293.45,Lost Customer
302,15,161.04999999999998,Lost Customer
70,23,443.05,Customer Needed Attention
302,5,167.25,Lost Customer
19,59,154.35,Loyal Customer
13,168,2079.68,Champion
36,231,2022.98,Champion
19,44,211.7,Loyal Customer
54,30,135.99,Customer Needed Attention
57,31,262.2,Customer Needed Attention
22,7,126.25,Loyal Customer
44,47,200.27,Loyal Customer
27,73,1026.99,Top Loyal Customer
45,95,631.12,Loyal Customer
113,51,945.96,Top Customer Needed Attention
17,399,33805.69,Champion
25,18,346.12,Loyal Customer
191,6,82.56,Lost Customer
302,21,302.7,Lost Customer
2,353,1863.76,Champion
263,9,241.06,Lost Customer
81,1,-2.95,Customer Needed Attention
106,2,284.55,Customer Needed Attention
57,6,300.85,Customer Needed Attention
213,76,623.28,Lost Customer
64,8,287.4,Customer Needed Attention
28,17,184.26,Loyal Customer
29,107,1511.8,Top Loyal Customer
6,132,798.35,Top Recent Customer
8,282,3640.67,Champion
67,24,381.2,Customer Needed Attention
2,171,609.3,Recent Customer
46,86,638.77,Loyal Customer
34,63,230.51,Loyal Customer
1,4,2.8999999999941792,Recent Customer
136,34,255.91,Customer Needed Attention
198,19,182.99,Lost Customer
191,43,674.69,Top Lost Customer
150,11,311.92,Lost Customer
88,14,266.97,Customer Needed Attention
45,3,-8.15,Loyal Customer
64,99,1841.18,Top Customer Needed Attention
99,110,2158.18,Champion
218,9,208.36,Lost Customer
3,202,3482.7400000000002,Champion
28,132,811.23,Top Loyal Customer
178,32,142.92,Lost Customer
64,4,102.0,Customer Needed Attention
21,85,1383.7,Top Loyal Customer
20,230,1298.66,Top Loyal Customer
34,146,1595.96,Top Loyal Customer
74,2,74.9,Customer Needed Attention
24,171,625.42,Loyal Customer
52,165,747.82,Top Customer Needed Attention
275,13,223.95000000000002,Lost Customer
165,19,314.86,Lost Customer
7,345,1750.6200000000001,Champion
88,28,544.3,Customer Needed Attention
64,146,2494.46,Champion
25,17,331.0,Loyal Customer
10,35,300.83,Recent Customer
76,53,769.29,Top Customer Needed Attention
16,18,220.62,Recent Customer
192,19,139.35,Lost Customer
174,26,379.4,Lost Customer
77,42,363.65,Customer Needed Attention
33,31,492.2,Loyal Customer
47,39,731.5,Top Loyal Customer
73,62,1329.66,Top Customer Needed Attention
297,50,826.53,Top Lost Customer
3,88,648.26,Top Recent Customer
9,97,1562.22,Top Recent Customer
50,136,2965.69,Champion
161,16,86.12,Lost Customer
360,22,319.1,Lost Customer
5,11,400.86,Recent Customer
107,86,1421.43,Top Customer Needed Attention
25,83,465.88,Loyal Customer
32,4,777.6,Top Loyal Customer
20,3,90.30000000000001,Loyal Customer
297,13,363.7,Lost Customer
372,13,248.1,Lost Customer
22,159,918.33,Top Loyal Customer
5,35,874.59,Top Recent Customer
52,111,1624.14,Champion
30,6,101.69999999999999,Loyal Customer
277,17,162.7,Lost Customer
61,42,480.92,Customer Needed Attention
25,13,215.07999999999998,Loyal Customer
186,157,1036.6200000000001,Top Lost Customer
2,298,9295.67,Champion
2,200,11895.57,Champion
172,15,290.36,Lost Customer
81,14,228.06,Customer Needed Attention
4,17,244.41,Recent Customer
190,30,455.25,Lost Customer
22,77,1244.59,Top Loyal Customer
18,4,6748.8,Top Loyal Customer
19,180,1014.19,Top Loyal Customer
5,31,593.75,Recent Customer
107,55,538.17,Customer Needed Attention
3,45,1388.81,Top Recent Customer
54,5,119.62,Customer Needed Attention
165,3,339.3,Lost Customer
291,31,-95.93,Lost Customer
10,925,4034.9,Champion
109,261,2266.25,Champion
96,32,922.12,Top Customer Needed Attention
243,17,379.73,Lost Customer
163,86,5664.57,Top Lost Customer
3,74,641.55,Recent Customer
35,17,285.89,Loyal Customer
67,207,3313.79,Champion
24,11,281.85,Loyal Customer
1,474,8257.04,Champion
21,58,816.51,Top Loyal Customer
6,31,511.12,Recent Customer
54,19,1077.74,Top Customer Needed Attention
364,3,173.7,Lost Customer
15,19,614.01,Recent Customer
194,35,865.6,Top Lost Customer
3,5,124.2,Recent Customer
9,133,3622.95,Champion
3,106,1285.22,Top Recent Customer
127,58,999.7,Top Customer Needed Attention
74,46,648.41,Top Customer Needed Attention
71,28,451.44,Customer Needed Attention
365,1,-30.599999999999998,Lost Customer
155,11,70.44,Lost Customer
113,6,313.62,Customer Needed Attention
374,14,233.45,Lost Customer
80,31,908.03,Top Customer Needed Attention
249,8,463.95,Lost Customer
232,13,225.15,Lost Customer
71,33,459.24,Customer Needed Attention
69,10,213.5,Customer Needed Attention
4,222,4073.28,Champion
51,27,330.03,Customer Needed Attention
75,53,181.09,Customer Needed Attention
61,85,360.16,Customer Needed Attention
16,12,250.15,Recent Customer
4,7,90.04,Recent Customer
277,11,140.7,Lost Customer
4,62,813.52,Top Recent Customer
41,30,242.7,Loyal Customer
31,32,494.72999999999996,Loyal Customer
75,34,482.47,Customer Needed Attention
18,174,3038.67,Champion
15,280,5450.96,Champion
219,6,75.66,Lost Customer
186,11,120.99000000000001,Lost Customer
33,66,1187.66,Top Loyal Customer
70,30,618.59,Customer Needed Attention
183,26,506.19,Lost Customer
15,33,500.42,Recent Customer
236,5,151.85,Lost Customer
31,97,2630.64,Top Loyal Customer
254,16,204.41,Lost Customer
4,9,178.96,Recent Customer
52,29,813.48,Top Customer Needed Attention
246,5,129.45,Lost Customer
81,48,810.5699999999999,Top Customer Needed Attention
275,23,333.08,Lost Customer
1,184,4379.65,Champion
79,20,322.8,Customer Needed Attention
30,119,2183.04,Champion
74,60,408.63,Customer Needed Attention
17,153,2878.15,Champion
223,9,217.9,Lost Customer
32,72,1124.59,Top Loyal Customer
23,95,1676.47,Top Loyal Customer
25,52,1169.38,Top Loyal Customer
106,12,231.10000000000002,Customer Needed Attention
5,35,679.83,Top Recent Customer
246,27,487.51,Lost Customer
178,62,833.78,Top Lost Customer
170,14,214.06,Lost Customer
39,21,270.85999999999996,Loyal Customer
72,24,518.42,Customer Needed Attention
54,123,6654.26,Champion
16,76,1166.92,Top Recent Customer
141,31,594.97,Customer Needed Attention
18,258,3789.52,Champion
22,80,8568.24,Top Loyal Customer
10,192,874.43,Top Recent Customer
368,8,123.24,Lost Customer
189,2,39.12,Lost Customer
16,17,810.4499999999999,Top Recent Customer
362,9,135.39999999999998,Lost Customer
19,32,118.98,Loyal Customer
68,52,567.1800000000001,Customer Needed Attention
15,20,306.71999999999997,Recent Customer
24,157,1344.88,Top Loyal Customer
17,262,4022.46,Champion
28,6,1692.27,Top Loyal Customer
2,117,8093.59,Champion
55,93,304.24,Customer Needed Attention
34,92,1558.72,Top Loyal Customer
3,170,3013.83,Champion
366,3,129.75,Lost Customer
43,10,183.7,Loyal Customer
73,44,1770.34,Top Customer Needed Attention
5,30,1028.0,Top Recent Customer
4,281,65892.08,Champion
61,62,324.24,Customer Needed Attention
47,547,2940.53,Champion
1,62,1260.86,Top Recent Customer
76,16,303.26,Customer Needed Attention
44,13,208.63,Loyal Customer
256,3,1276.0,Top Lost Customer
69,59,477.86,Customer Needed Attention
135,10,657.9000000000001,Top Customer Needed Attention
241,21,112.75,Lost Customer
227,5,1998.0,Top Lost Customer
9,312,5040.0,Champion
9,154,5150.2699999999995,Champion
1,284,13946.130000000001,Champion
37,123,531.35,Loyal Customer
46,27,656.63,Top Loyal Customer
85,79,3029.87,Top Customer Needed Attention
19,394,2467.99,Champion
3,22,1651.03,Top Recent Customer
9,438,3611.31,Champion
19,627,6827.88,Champion
219,88,879.0600000000001,Top Lost Customer
78,19,301.71999999999997,Customer Needed Attention
267,3,319.8000000000001,Lost Customer
9,235,3263.06,Champion
369,44,606.0500000000001,Lost Customer
15,198,1753.72,Champion
26,25,152.95,Loyal Customer
262,37,292.47,Lost Customer
17,228,4711.21,Champion
91,42,576.4,Customer Needed Attention
302,146,752.32,Top Lost Customer
26,178,1358.74,Top Loyal Customer
364,44,256.32,Lost Customer
46,263,1048.28,Top Loyal Customer
36,664,7041.69,Champion
52,84,702.79,Top Customer Needed Attention
32,28,603.75,Loyal Customer
52,52,646.76,Top Customer Needed Attention
79,119,2216.06,Champion
53,1,417.59999999999997,Customer Needed Attention
298,1,3.75,Lost Customer
172,16,312.55,Lost Customer
47,4,0.0,Loyal Customer
29,192,2166.88,Champion
11,236,1291.91,Top Recent Customer
87,356,7157.1,Champion
5,447,6676.76,Champion
25,45,826.96,Top Loyal Customer
18,69,1515.9,Top Loyal Customer
45,95,623.93,Loyal Customer
31,25,1764.72,Top Loyal Customer
373,9,207.5,Lost Customer
58,34,223.92000000000002,Customer Needed Attention
372,2,2002.4,Top Lost Customer
114,171,1463.23,Top Customer Needed Attention
215,13,239.4,Lost Customer
319,7,106.83000000000001,Lost Customer
65,22,369.34000000000003,Customer Needed Attention
8,43,772.84,Top Recent Customer
97,13,316.62,Customer Needed Attention
20,63,1207.24,Top Loyal Customer
185,24,594.9,Lost Customer
4,712,2749.9500000000003,Champion
294,1,34.0,Lost Customer
273,34,1145.6,Top Lost Customer
31,221,5575.56,Champion
48,58,458.04,Loyal Customer
260,38,361.54,Lost Customer
58,141,731.9,Top Customer Needed Attention
33,254,2242.61,Champion
57,26,171.59,Customer Needed Attention
68,49,654.92,Top Customer Needed Attention
10,157,1691.51,Champion
60,71,371.54,Customer Needed Attention
80,48,222.62,Customer Needed Attention
74,16,245.94,Customer Needed Attention
2,342,10436.05,Champion
100,59,422.24,Customer Needed Attention
365,19,294.65,Lost Customer
10,190,2230.3,Champion
20,3,107.6,Loyal Customer
123,148,594.39,Customer Needed Attention
8,5,80.8,Recent Customer
4,95,1520.1200000000001,Top Recent Customer
29,316,1690.28,Champion
282,12,110.38000000000001,Lost Customer
57,16,243.84,Customer Needed Attention
1,280,1175.3,Top Recent Customer
365,66,414.88,Lost Customer
89,18,305.62,Customer Needed Attention
11,156,1162.65,Top Recent Customer
163,120,842.33,Top Lost Customer
65,24,332.3,Customer Needed Attention
23,60,536.99,Loyal Customer
174,98,460.59,Lost Customer
103,93,762.16,Top Customer Needed Attention
143,67,1121.59,Top Customer Needed Attention
99,23,288.42,Customer Needed Attention
23,150,912.74,Top Loyal Customer
192,16,275.64,Lost Customer
5,28,547.07,Recent Customer
361,15,479.35,Lost Customer
8,426,1652.18,Champion
14,320,6408.2,Champion
103,28,417.06,Customer Needed Attention
3,95,1446.95,Top Recent Customer
11,191,3317.97,Champion
96,26,497.61,Customer Needed Attention
227,38,358.38,Lost Customer
16,26,460.64,Recent Customer
39,28,775.1800000000001,Top Loyal Customer
51,22,341.7,Customer Needed Attention
93,8,128.5,Customer Needed Attention
157,11,197.22,Lost Customer
